logFC,AveExpr,t,P.Value,adj.P.Val,B,group
18.162408446907058,-17.49422053564537,98.04367137982081,1.7490616848988842e-10,1.5951442566277823e-7,7.177492375280154,Up
15.797414504996595,-18.6767175066006,78.37328339836836,6.326667750542319e-10,2.2271956884322892e-7,7.110340094920386,Up
13.694774899846221,-19.72803730917579,72.4339266006286,9.945794376962415e-10,2.2271956884322892e-7,7.07905940603579,Up
13.904614459485598,-19.6231175293561,69.61156730804925,1.2494189822980858e-9,2.2271956884322892e-7,7.061444830984663,Up
14.305020387956098,-19.422914565120852,68.5200792819275,1.3680430883960396e-9,2.2271956884322892e-7,7.054070398700699,Up
13.947522105831922,-19.601663706182936,67.70531671688289,1.4652603213370323e-9,2.2271956884322892e-7,7.048343098319466,Up
14.385248284547897,-19.38280061682495,60.042259138714975,2.919120161546999e-9,3.5896731331775465e-7,6.983268495972257,Up
14.571838264206697,-19.28950562699555,59.25470761318161,3.14883608173469e-9,3.5896731331775465e-7,6.975205497892843,Up
15.113801775689574,-19.018523871254114,56.79932064334445,4.014114636774591e-9,4.0676361652649187e-7,6.948025790012475,Up
12.680145550033696,-20.23535198408205,55.51765871774775,4.575585721664419e-9,4.17293417815795e-7,6.932486950222137,Up
12.572181550282673,-20.28933398395756,52.31927012604531,6.4304980054406906e-9,5.3314674372381e-7,6.889003825155174,Up
13.500472646018098,-19.82518843608985,49.885746128303715,8.450050766914833e-9,5.983935634149233e-7,6.850652686534981,Up
15.143909004592198,-19.0034702568028,49.80415452395946,8.529732811835529e-9,5.983935634149233e-7,6.849277031290685,Up
13.71129366535315,-19.719777926422324,48.4805017362911,9.954222186573875e-9,6.48446473868241e-7,6.826068429965839,Up
15.531180995377298,-18.809834261410252,45.71955155723091,1.3930987409521466e-8,8.470040344989051e-7,6.771663555232046,Up
13.997721005001145,-19.576564256598324,42.720958542737684,2.0549938614845883e-8,1.1379444462678354e-6,6.701578405044736,Up
12.661358047971373,-20.244745735113213,42.4852883505373,2.121168375718553e-8,1.1379444462678354e-6,6.695504384403871,Up
-15.493130879956372,-18.828859319120713,-41.68561500978584,2.3651225451361954e-8,1.1585824777891718e-6,6.6742105900941064,Down
13.048607233950571,-20.051121142123613,41.537896166412175,2.413713495394108e-8,1.1585824777891718e-6,6.670157803691796,Up
13.361780090842172,-19.894534713677814,33.471300636243775,8.307779422365242e-8,3.7883474165985506e-6,6.374831813012071,Up
15.026555036963298,-19.06214724061725,30.152212235004782,1.509265480121323e-7,6.554524370812603e-6,6.193087070827954,Up
4.1461553790850445,-7.782173806017521,11.782453960838135,3.0625176783318655e-5,0.0012695527830175733,3.1154475618150874,Up
2.595405414833788,-10.179903457639204,9.402671174170896,1.058389736460693e-4,0.004196745389791965,2.0276872868751807,Up
1.8539838204586516,-10.985826720744399,5.157987025260875,0.00238954027901301,0.09080253060249438,-1.0765450597057917,Up
15.409438360839781,-14.911882407043608,4.76040244784268,0.003509150479966066,0.12801380950916208,-1.4804819340194664,Not
2.20644200441615,-8.45399146995698,4.708964726033064,0.0036937154683501856,0.1281399671906624,-1.534529877093492,Not
0.9720916337253271,-12.272562545682437,4.68232782934643,0.003793617449723558,0.1281399671906624,-1.5626823440617752,Not
0.7844233831756515,-8.307257653994654,4.2207763797326665,0.006120763173793031,0.19936200051783012,-2.068521376856486,Not
1.8400720048111516,-9.77831095475843,4.073298519584229,0.007178535066539371,0.22575255105806574,-2.2374250575044945,Not
1.2690264158273443,-10.026501046993602,3.849455594422932,0.009201141452921505,0.26281738292319823,-2.500550958819164,Not
10.733416105430976,-17.774757184055037,3.7589892347094094,0.01019431434915242,0.26281738292319823,-2.609192168002278,Not
-0.8912262824489403,-9.082411699252548,-3.7565023955497954,0.010223261911399134,0.26281738292319823,-2.6121971462117513,Not
-11.151656603812373,-17.49544572246179,-3.6410564843837965,0.011673892134706132,0.26281738292319823,-2.7527785430252667,Not
10.29535161426692,-21.427748951965437,3.591767780077783,0.012362105859051557,0.26281738292319823,-2.8134384975931885,Not
11.121303736230722,-21.014772890983537,3.553302761172185,0.012930648712588023,0.26281738292319823,-2.861040470951306,Not
9.79804570313495,-21.676401907531424,3.5532342260737573,0.01293168735662371,0.26281738292319823,-2.8611254902078884,Not
7.789250989929073,-22.680799264134365,3.547629111074099,0.01301694765726988,0.26281738292319823,-2.8680812084902545,Not
-10.80413099201283,-21.17335926309249,-3.5465041789012655,0.013034134464574482,0.26281738292319823,-2.869477786981931,Not
10.706282780250277,-21.222283368973763,3.530143017392032,0.013286977647186487,0.26281738292319823,-2.889811827005758,Not
12.289446195285421,-20.430701661456187,3.5256557954094268,0.013357272788546542,0.26281738292319823,-2.8953958407306706,Not
0.7157334738848906,-9.4676405764512,3.5182891926187736,0.013473574030071081,0.26281738292319823,-2.9045697235796335,Not
10.685953651738444,-17.7026624197435,3.4951163599844977,0.01384682385950558,0.26281738292319823,-2.9334817401190665,Not
10.933155911208747,-21.108846803494526,3.491757400267709,0.013901874958595371,0.26281738292319823,-2.9376794014242007,Not
8.70759348006035,-22.221628019068724,3.4854929936106447,0.014005195371302773,0.26281738292319823,-2.945512555051807,Not
11.33272772210902,-20.909060898044387,3.4742583437248857,0.01419263521070945,0.26281738292319823,-2.9595755255311675,Not
9.680469917695248,-21.735189800251277,3.468222568719552,0.014294486086145279,0.26281738292319823,-2.9671386964610367,Not
11.299775956694745,-20.925536780751525,3.463268979697345,0.014378682209139062,0.26281738292319823,-2.973349938881934,Not
11.289465864975245,-20.930691826611277,3.450662621661474,0.014595446953839412,0.26281738292319823,-2.9891735768687298,Not
11.39497963356617,-20.877934942315814,3.4483252364740604,0.014636035332965971,0.26281738292319823,-2.9921101159997847,Not
8.681261941417304,-22.23479378839025,3.430105288614516,0.014956750418564166,0.26281738292319823,-3.015028562830252,Not
0.9984443913116507,-12.609042052612924,3.420409716191881,0.015130588654551145,0.26281738292319823,-3.02724463031163,Not
11.413830457031022,-20.86850953058339,3.417467650030413,0.015183781131593759,0.26281738292319823,-3.030954296982222,Not
10.324956810220694,-21.412946353988552,3.4058161194107277,0.015396486481401935,0.26281738292319823,-3.045658411474787,Not
-11.548036874174397,-16.680630748181777,-3.396896299270135,0.015561555567820946,0.26281738292319823,-3.056928738552104,Not
10.100181775795896,-17.962738986908874,3.336630649415073,0.01672955486748163,0.27740643707533175,-3.1333815794012283,Not
12.712465021288345,-16.427395963887705,3.3029671121004265,0.01742398288335972,0.2837620069575726,-3.1763164239815116,Not
-1.4147674805597763,-11.210537073782712,-3.2173685424983445,0.019337513447315106,0.28472934869449545,-3.286212322208515,Not
11.360460495555898,-17.390096670996375,3.216262154104531,0.019363716813600256,0.28472934869449545,-3.287639427083983,Not
1.0642613834672794,-9.429965944648353,3.1987597048458194,0.019783484999510787,0.28472934869449545,-3.3102376766215853,Not
-1.0066899117893016,-11.55308884216155,-3.198049788239819,0.01980072137752798,0.28472934869449545,-3.3111551639250734,Not
11.847619733111674,-17.006054331939414,3.1886253439298584,0.02003111483393323,0.28472934869449545,-3.323341666056133,Not
11.812517776120451,-16.949948078716,3.1597565470156774,0.020755406263337293,0.28472934869449545,-3.3607454845416154,Not
-9.172662365268096,-18.507599218410675,-3.150333201336154,0.020998025824058932,0.28472934869449545,-3.3729788733816064,Not
11.291636669799324,-17.371345936391812,3.1450896580803502,0.02113437797482618,0.28472934869449545,-3.37979112275458,Not
10.558620279209475,-17.933442787439862,3.107871841263634,0.022130594646691905,0.28472934869449545,-3.4282466513320267,Not
10.663421093620526,-17.848138948433814,3.099572786390203,0.022359696084147042,0.28472934869449545,-3.4390759827481556,Not
0.7099799832588118,-9.98090078473042,3.0953004061930764,0.022478651584357613,0.28472934869449545,-3.4446543920176733,Not
0.9225996170619251,-11.476103698221662,3.093946297527096,0.022516498621054513,0.28472934869449545,-3.4464229254551895,Not
-1.085702086589233,-9.237592839364083,-3.068025007390109,0.0232546275951923,0.28472934869449545,-3.480322160241478,Not
-0.8035793985239588,-8.199279559166705,-3.062218070810558,0.023423594816732903,0.28472934869449545,-3.4879278977218116,Not
11.276348595574154,-17.297369686443574,3.0539886147410296,0.02366535851166375,0.28472934869449545,-3.4987137538132234,Not
0.7091463572056718,-10.046755285921916,3.052104759644665,0.023721085593051385,0.28472934869449545,-3.501183989747406,Not
-0.9933769087762379,-9.148179264661277,-3.0170237671967413,0.024785507927897504,0.28472934869449545,-3.5472638785034225,Not
11.777533760948948,-16.839264889083225,3.0150201539114536,0.024847858813473376,0.28472934869449545,-3.5499001822695146,Not
10.614751848456873,-21.268048834870463,2.999977952481388,0.02532147157818054,0.28472934869449545,-3.569707638876766,Not
11.716804673348523,-16.83824741254446,2.996516799664914,0.025431838261406353,0.28472934869449545,-3.5742690597588993,Not
9.914383589036095,-21.61823296458085,2.9921198869713965,0.02557280209368593,0.28472934869449545,-3.5800657469600115,Not
10.62274427232737,-21.264052622935214,2.986951911781709,0.02573957772871931,0.28472934869449545,-3.5868818707280474,Not
11.406695466592648,-20.872077025802575,2.9824427921433205,0.025886061745963706,0.28472934869449545,-3.592831571675291,Not
-12.55272601918352,-20.299061749507143,-2.982277781347283,0.025891439546577855,0.28472934869449545,-3.593049345381857,Not
10.09615119092567,-21.527349163636064,2.970953932927507,0.026263419757024942,0.28472934869449545,-3.608001592695517,Not
12.145462232408175,-16.429723968043014,2.9700436628079476,0.02629357371353243,0.28472934869449545,-3.6092041762716534,Not
9.452277892655847,-21.849285812770976,2.9572504998126123,0.026721383994119653,0.28472934869449545,-3.626115640901845,Not
0.6818542674367105,-8.7424620969168,2.9571032934703396,0.02672635061708937,0.28472934869449545,-3.6263103438467112,Not
0.745038122590902,-11.3729014144362,2.9511701776297246,0.026927369336216245,0.28472934869449545,-3.6341598463177633,Not
0.8365105835639159,-10.08990246303287,2.94966918067725,0.02697848514952548,0.28472934869449545,-3.636146294597919,Not
11.224673538606325,-17.171291705228715,2.944315042889951,0.027161681289935423,0.28472934869449545,-3.6432341330521347,Not
1.021705773770428,-12.338427511269838,2.896176098297446,0.028870996878673078,0.29920851310624824,-3.707103231884766,Not
11.4559227862543,-16.915813380068702,2.873995937636493,0.029697647315352314,0.30431746462473386,-3.7366150889242022,Not
0.7003225895172243,-11.830095059188688,2.842202088630341,0.030927759705262934,0.3132636925347467,-3.7790072667739234,Not
1.0458105851629682,-9.02756941390335,2.8339081417015226,0.03125767107528722,0.3132636925347467,-3.790082725738232,Not
